"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 24, 2013","8,681.65","8,774.15","8,921.00","8,653.85","9.52M","-1.68"
"Oct 23, 2013","8,829.55","8,891.30","8,891.30","8,739.90","15.85M","-0.96"
"Oct 22, 2013","8,915.15","8,901.35","8,951.85","8,891.20","15.32M","0.68"
"Oct 21, 2013","8,854.90","8,928.45","8,928.45","8,712.70","15.26M","-0.44"
"Oct 18, 2013","8,893.85","8,821.30","8,907.50","8,733.00","14.64M","1.09"
"Oct 17, 2013","8,797.85","9,111.85","9,111.85","8,775.10","19.23M","-3.54"
"Oct 15, 2013","9,120.30","9,109.75","9,167.00","9,064.45","16.72M","0.65"
"Oct 14, 2013","9,061.75","8,868.85","9,078.25","8,868.85","16.86M","2.16"
"Oct 11, 2013","8,870.15","8,899.65","8,932.55","8,690.40","21.48M","3.10"
"Oct 10, 2013","8,603.80","8,585.75","8,643.45","8,549.15","15.66M","0.46"
"Oct 09, 2013","8,564.45","8,408.50","8,584.60","8,385.55","14.40M","1.53"
"Oct 08, 2013","8,435.00","8,483.30","8,500.75","8,424.10","15.26M","-0.31"
"Oct 07, 2013","8,461.55","8,359.15","8,487.95","8,359.15","13.00M","1.31"
"Oct 04, 2013","8,352.35","8,353.30","8,429.90","8,329.45","13.79M","-0.10"
"Oct 03, 2013","8,360.85","8,244.70","8,374.20","8,234.15","22.09M","2.19"
"Oct 01, 2013","8,181.65","8,195.05","8,208.50","8,133.40","8.61M","0.17"
"Sep 30, 2013","8,167.80","8,196.40","8,263.85","8,136.85","19.12M","0.02"
"Sep 27, 2013","8,166.55","8,176.40","8,249.00","8,147.75","12.94M","0.11"
"Sep 26, 2013","8,157.80","8,212.10","8,225.35","8,139.90","20.24M","-0.36"
"Sep 25, 2013","8,187.55","8,192.95","8,218.00","8,116.45","22.16M","0.23"
"Sep 24, 2013","8,169.10","8,217.65","8,250.85","8,132.65","15.66M","-0.39"
"Sep 23, 2013","8,200.70","8,137.95","8,256.90","8,133.40","11.42M","0.83"
"Sep 20, 2013","8,132.80","8,119.25","8,225.80","8,119.25","16.86M","-0.30"
"Sep 19, 2013","8,156.95","8,130.60","8,218.00","8,093.80","13.27M","-0.03"
"Sep 18, 2013","8,159.10","8,160.40","8,183.10","8,119.55","18.49M","0.06"
"Sep 17, 2013","8,154.25","8,048.10","8,166.60","8,030.35","16.66M","1.71"
"Sep 16, 2013","8,017.20","8,172.30","8,212.60","8,005.10","18.10M","-1.90"
"Sep 13, 2013","8,172.65","8,257.85","8,290.00","8,152.90","25.93M","-1.18"
"Sep 12, 2013","8,270.15","8,367.05","8,381.45","8,222.40","29.17M","-1.23"
"Sep 11, 2013","8,373.25","8,421.30","8,465.10","8,360.90","27.36M","-0.45"
"Sep 10, 2013","8,411.05","8,211.90","8,443.75","8,211.90","18.09M","2.37"
"Sep 06, 2013","8,216.50","8,224.65","8,310.80","8,172.00","18.42M","0.16"
"Sep 05, 2013","8,203.40","8,437.95","8,437.95","8,185.40","21.30M","-2.97"
"Sep 04, 2013","8,454.10","8,293.00","8,499.55","8,293.00","14.34M","2.36"
"Sep 03, 2013","8,259.40","8,380.65","8,410.95","8,226.25","15.75M","-1.64"
"Sep 02, 2013","8,396.90","8,325.85","8,423.80","8,325.85","16.87M","0.17"
"Aug 30, 2013","8,382.40","8,225.65","8,406.65","8,196.00","34.07M","1.64"
"Aug 29, 2013","8,246.90","8,110.05","8,286.90","8,083.90","19.65M","0.88"
"Aug 28, 2013","8,175.30","7,948.65","8,222.65","7,948.65","14.82M","2.50"
"Aug 27, 2013","7,975.80","7,952.55","8,073.90","7,952.55","13.71M","0.22"
"Aug 26, 2013","7,958.65","7,908.60","8,047.40","7,893.85","21.83M","0.83"
"Aug 23, 2013","7,893.20","7,786.35","7,902.50","7,761.35","16.62M","1.49"
"Aug 22, 2013","7,777.50","7,614.85","7,796.10","7,563.25","14.09M","2.42"
"Aug 21, 2013","7,594.05","7,679.20","7,679.20","7,549.10","18.23M","-1.29"
"Aug 20, 2013","7,693.50","7,828.20","7,828.20","7,677.85","18.22M","-1.28"
"Aug 19, 2013","7,793.20","7,811.85","7,870.40","7,708.75","17.43M","0.24"
"Aug 16, 2013","7,774.20","7,879.45","7,910.40","7,724.95","24.87M","-2.29"
"Aug 14, 2013","7,956.10","7,971.90","8,032.25","7,874.10","21.39M","-0.25"
"Aug 13, 2013","7,976.25","7,860.10","7,989.25","7,860.10","12.53M","1.72"
"Aug 12, 2013","7,841.45","7,820.10","7,874.95","7,781.95","14.09M","0.51"
"Aug 08, 2013","7,801.45","7,710.40","7,816.40","7,687.00","14.61M","0.43"
"Aug 07, 2013","7,767.75","7,876.35","7,934.75","7,738.15","21.55M","-1.39"
"Aug 06, 2013","7,877.15","7,920.95","7,933.60","7,839.35","22.07M","-0.50"
"Aug 05, 2013","7,916.50","7,838.65","7,951.55","7,838.65","32.17M","0.74"
"Aug 02, 2013","7,858.35","7,793.95","7,895.50","7,793.95","32.43M","1.04"
"Aug 01, 2013","7,777.10","7,811.45","7,822.60","7,727.95","36.23M","-0.13"
"Jul 31, 2013","7,787.35","7,738.25","7,808.50","7,708.65","15.19M","0.89"
"Jul 30, 2013","7,718.85","7,694.55","7,762.20","7,689.75","9.91M","0.59"
"Jul 29, 2013","7,673.30","7,638.80","7,708.95","7,633.90","9.12M","0.13"
"Jul 26, 2013","7,663.00","7,699.00","7,747.05","7,650.10","10.51M","-0.20"
"Jul 25, 2013","7,678.15","7,660.70","7,720.60","7,629.85","16.41M","0.12"
"Jul 24, 2013","7,669.25","7,569.05","7,687.25","7,569.05","14.35M","0.86"
"Jul 23, 2013","7,604.00","7,579.10","7,650.60","7,579.10","12.48M","0.63"
"Jul 22, 2013","7,556.55","7,472.15","7,590.30","7,468.25","10.20M","0.70"
"Jul 19, 2013","7,503.70","7,400.35","7,545.10","7,400.35","23.29M","2.70"
"Jul 18, 2013","7,306.35","7,286.70","7,362.20","7,245.65","10.85M","0.47"
"Jul 17, 2013","7,272.00","7,203.60","7,300.00","7,203.60","9.83M","0.88"
"Jul 16, 2013","7,208.80","7,132.70","7,278.30","7,122.35","8.92M","-0.23"
"Jul 15, 2013","7,225.40","7,216.80","7,261.35","7,164.00","12.38M","-0.33"
"Jul 12, 2013","7,249.40","7,173.45","7,361.00","7,157.25","18.72M","6.62"
"Jul 11, 2013","6,799.50","6,748.75","6,823.50","6,748.75","10.00M","1.62"
"Jul 10, 2013","6,690.95","6,672.60","6,710.40","6,658.90","9.63M","0.56"
"Jul 09, 2013","6,653.90","6,609.00","6,681.75","6,609.00","7.47M","0.70"
"Jul 08, 2013","6,607.95","6,640.25","6,653.35","6,594.90","8.05M","0.05"
"Jul 05, 2013","6,604.70","6,646.75","6,674.35","6,591.35","7.64M","-0.43"
"Jul 04, 2013","6,633.20","6,490.20","6,640.70","6,487.40","10.66M","2.82"
"Jul 03, 2013","6,451.30","6,464.80","6,547.00","6,404.65","9.61M","-0.35"
"Jul 02, 2013","6,474.25","6,527.50","6,564.70","6,463.25","7.77M","-0.80"
"Jul 01, 2013","6,526.45","6,589.30","6,589.30","6,515.30","7.11M","-1.62"
"Jun 28, 2013","6,634.15","6,586.70","6,648.60","6,489.15","12.37M","0.71"
"Jun 27, 2013","6,587.15","6,428.75","6,607.15","6,424.25","13.50M","3.27"
"Jun 26, 2013","6,378.35","6,298.55","6,400.50","6,277.05","8.19M","1.75"
"Jun 25, 2013","6,268.85","6,309.10","6,335.40","6,246.40","10.10M","-0.64"
"Jun 24, 2013","6,309.45","6,353.35","6,376.75","6,284.10","9.02M","-1.13"
"Jun 21, 2013","6,381.85","6,296.65","6,398.70","6,296.65","11.71M","1.46"
"Jun 20, 2013","6,290.15","6,408.70","6,433.10","6,259.50","10.06M","-2.25"
"Jun 19, 2013","6,435.10","6,468.85","6,468.85","6,387.55","7.59M","-0.26"
"Jun 18, 2013","6,451.95","6,436.25","6,471.35","6,418.85","8.39M","0.45"
"Jun 17, 2013","6,423.20","6,394.25","6,438.05","6,358.55","8.89M","0.83"
"Jun 14, 2013","6,370.40","6,359.10","6,395.85","6,323.50","6.94M","0.57"
"Jun 13, 2013","6,334.60","6,427.60","6,427.60","6,316.35","7.38M","-1.62"
"Jun 12, 2013","6,438.60","6,521.85","6,562.95","6,424.45","8.92M","-1.72"
"Jun 11, 2013","6,550.95","6,615.70","6,661.70","6,523.95","10.65M","-0.81"
"Jun 10, 2013","6,604.70","6,571.20","6,633.10","6,568.15","13.15M","0.99"
"Jun 07, 2013","6,540.05","6,440.90","6,588.15","6,440.90","18.50M","1.37"
"Jun 06, 2013","6,451.55","6,433.85","6,484.55","6,417.95","7.34M","-0.35"
"Jun 05, 2013","6,474.00","6,490.80","6,508.20","6,465.40","8.08M","-0.65"
"Jun 04, 2013","6,516.65","6,511.55","6,554.90","6,469.95","9.67M","-0.53"
"Jun 03, 2013","6,551.65","6,627.95","6,758.80","6,511.05","10.18M","1.23"
"May 31, 2013","6,472.05","6,381.95","6,483.90","6,381.45","9.49M","1.28"
"May 30, 2013","6,390.40","6,371.50","6,419.95","6,344.50","12.16M","-0.09"
"May 29, 2013","6,396.25","6,441.85","6,492.80","6,355.65","6.05M","-0.55"
"May 28, 2013","6,431.60","6,409.75","6,441.60","6,385.70","5.17M","0.32"
"May 27, 2013","6,410.95","6,322.55","6,427.30","6,298.65","7.46M","1.27"
"May 24, 2013","6,330.80","6,396.75","6,431.95","6,314.15","6.02M","-0.75"
"May 23, 2013","6,378.45","6,411.55","6,497.90","6,372.30","7.39M","-0.65"
"May 22, 2013","6,420.20","6,440.50","6,500.40","6,411.50","8.75M","-0.01"
"May 21, 2013","6,421.00","6,348.25","6,458.70","6,348.25","7.51M","0.98"
"May 20, 2013","6,358.75","6,323.90","6,382.10","6,323.90","6.67M","0.44"
"May 17, 2013","6,331.05","6,299.00","6,372.70","6,299.00","9.94M","0.62"
"May 16, 2013","6,292.15","6,347.55","6,347.55","6,264.85","8.29M","-1.06"
"May 15, 2013","6,359.70","6,332.45","6,375.95","6,316.55","8.37M","0.50"
"May 14, 2013","6,328.05","6,322.10","6,371.45","6,298.40","6.43M","0.19"
"May 13, 2013","6,316.00","6,398.55","6,407.45","6,309.75","6.24M","-1.60"
"May 11, 2013","6,419.00","6,422.45","6,426.80","6,404.65","714.81K","-0.32"
"May 10, 2013","6,439.85","6,429.85","6,476.55","6,416.60","5.81M","0.21"
"May 09, 2013","6,426.45","6,389.15","6,449.50","6,389.15","8.92M","0.73"
"May 08, 2013","6,380.15","6,393.80","6,412.85","6,365.80","10.45M","0.12"
"May 07, 2013","6,372.75","6,356.35","6,379.90","6,313.85","9.31M","0.47"
"May 06, 2013","6,343.25","6,238.85","6,351.15","6,238.85","10.50M","1.90"
"May 03, 2013","6,224.70","6,211.80","6,267.45","6,208.30","9.43M","0.30"
"May 02, 2013","6,205.90","6,035.40","6,211.60","6,035.40","12.94M","2.62"
"Apr 30, 2013","6,047.70","6,017.75","6,055.50","6,001.70","11.04M","0.54"
"Apr 29, 2013","6,015.45","5,959.45","6,052.25","5,936.40","13.89M","0.72"
"Apr 26, 2013","5,972.70","6,036.75","6,046.25","5,964.45","11.39M","-1.44"
"Apr 25, 2013","6,059.80","6,141.00","6,141.00","6,053.75","15.80M","-1.58"
"Apr 23, 2013","6,156.90","6,127.20","6,181.10","6,127.20","10.27M","0.63"
"Apr 22, 2013","6,118.25","6,217.15","6,233.30","6,106.90","13.01M","-1.83"
"Apr 18, 2013","6,232.60","6,282.50","6,294.10","6,199.25","11.42M","-0.05"
"Apr 17, 2013","6,235.85","6,352.30","6,370.95","6,190.10","15.23M","-1.04"
"Apr 16, 2013","6,301.10","6,305.05","6,327.40","6,266.15","7.99M","-0.66"
"Apr 15, 2013","6,342.70","6,348.65","6,370.80","6,177.45","17.00M","-0.19"
"Apr 12, 2013","6,354.90","6,726.40","6,726.40","6,321.65","23.18M","-11.74"
"Apr 11, 2013","7,200.35","7,125.80","7,221.70","7,066.30","12.60M","2.23"
"Apr 10, 2013","7,042.95","6,977.80","7,058.25","6,939.65","9.08M","1.99"
"Apr 09, 2013","6,905.70","6,984.85","7,023.90","6,892.25","10.19M","-1.02"
"Apr 08, 2013","6,977.10","7,027.90","7,057.00","6,968.35","7.06M","-1.00"
"Apr 05, 2013","7,047.35","7,066.85","7,098.65","7,018.45","7.43M","-0.36"
"Apr 04, 2013","7,072.70","7,232.65","7,232.65","7,060.65","10.79M","-2.74"
"Apr 03, 2013","7,271.90","7,305.60","7,354.30","7,248.40","10.28M","-0.73"
"Apr 02, 2013","7,325.25","7,249.35","7,337.45","7,232.10","10.40M","0.84"
"Apr 01, 2013","7,264.35","7,230.65","7,298.95","7,230.65","12.47M","0.63"
"Mar 28, 2013","7,219.05","7,153.60","7,232.10","7,147.25","18.35M","1.15"
"Mar 26, 2013","7,137.05","7,094.55","7,163.00","7,072.10","8.91M","0.44"
"Mar 25, 2013","7,105.95","7,113.05","7,131.90","7,072.75","12.08M","-0.19"
"Mar 22, 2013","7,119.80","7,140.45","7,149.70","7,085.15","11.20M","-0.67"
"Mar 21, 2013","7,168.05","7,186.35","7,220.05","7,157.10","9.65M","0.14"
"Mar 20, 2013","7,158.25","7,153.85","7,179.75","7,115.65","14.04M","0.08"
"Mar 19, 2013","7,152.55","7,213.25","7,229.20","7,140.00","12.52M","-0.64"
"Mar 18, 2013","7,198.65","7,190.85","7,227.45","7,166.85","8.23M","-0.36"
"Mar 15, 2013","7,224.35","7,221.85","7,277.20","7,212.30","13.21M","0.17"
"Mar 14, 2013","7,212.40","7,180.95","7,242.00","7,131.95","11.47M","0.59"
"Mar 13, 2013","7,170.40","7,211.25","7,211.25","7,159.35","12.59M","-1.14"
"Mar 12, 2013","7,253.20","7,286.65","7,295.55","7,232.25","10.69M","-0.70"
"Mar 11, 2013","7,304.60","7,355.75","7,380.10","7,290.25","17.47M","-0.71"
"Mar 08, 2013","7,357.00","7,391.55","7,402.55","7,344.15","18.08M","-0.72"
"Mar 07, 2013","7,410.25","7,319.90","7,420.45","7,319.90","21.72M","1.43"
"Mar 06, 2013","7,305.90","7,227.70","7,314.90","7,226.75","14.30M","1.47"
"Mar 05, 2013","7,200.20","7,131.80","7,205.80","7,117.60","19.82M","1.39"
"Mar 04, 2013","7,101.65","7,112.50","7,163.70","7,062.60","19.45M","-0.23"
"Mar 01, 2013","7,117.70","7,116.30","7,171.95","7,090.95","34.06M","0.16"
"Feb 28, 2013","7,106.65","7,084.80","7,160.75","7,069.65","31.10M","0.48"
"Feb 27, 2013","7,072.50","7,144.85","7,155.90","7,064.30","40.54M","-1.18"
"Feb 26, 2013","7,156.75","7,082.85","7,172.05","7,082.85","24.52M","0.87"
"Feb 25, 2013","7,095.20","7,026.20","7,126.95","7,026.20","29.23M","1.46"
"Feb 22, 2013","6,992.85","6,924.45","7,018.55","6,924.45","13.13M","0.76"
"Feb 21, 2013","6,939.85","6,929.50","6,985.30","6,924.80","15.48M","-0.46"
"Feb 20, 2013","6,972.05","6,937.40","6,977.70","6,937.40","13.07M","0.52"
"Feb 19, 2013","6,936.25","6,832.00","6,944.00","6,813.55","10.44M","1.49"
"Feb 18, 2013","6,834.70","6,853.35","6,858.85","6,808.00","7.95M","-0.43"
"Feb 15, 2013","6,864.15","6,866.70","6,876.35","6,826.50","9.36M","-0.52"
"Feb 14, 2013","6,900.35","6,878.25","6,939.75","6,878.25","14.46M","0.24"
"Feb 13, 2013","6,884.15","6,796.45","6,897.75","6,779.65","12.13M","1.36"
"Feb 12, 2013","6,791.90","6,799.90","6,809.25","6,766.75","9.52M","-0.59"
"Feb 11, 2013","6,832.05","6,872.90","6,890.75","6,826.30","22.07M","-0.30"
"Feb 08, 2013","6,852.70","6,793.75","6,909.55","6,793.75","13.45M","0.79"
"Feb 07, 2013","6,799.00","6,762.30","6,813.15","6,762.30","12.90M","0.48"
"Feb 06, 2013","6,766.80","6,760.60","6,775.90","6,738.25","13.46M","0.57"
"Feb 05, 2013","6,728.70","6,724.40","6,771.00","6,720.05","7.33M","-0.32"
"Feb 04, 2013","6,750.25","6,766.65","6,794.50","6,728.80","6.79M","-0.04"
"Feb 01, 2013","6,752.65","6,779.00","6,802.90","6,732.05","7.68M","-0.37"
"Jan 31, 2013","6,778.00","6,789.80","6,807.75","6,733.00","13.11M","-0.15"
"Jan 30, 2013","6,787.85","6,794.95","6,806.35","6,776.90","9.41M","-0.07"
"Jan 29, 2013","6,792.30","6,808.05","6,849.45","6,783.15","8.97M","-0.45"
"Jan 28, 2013","6,822.70","6,796.30","6,848.50","6,785.40","13.28M","0.32"
"Jan 25, 2013","6,800.75","6,752.65","6,817.85","6,736.85","18.51M","0.87"
"Jan 24, 2013","6,742.40","6,742.00","6,799.20","6,732.70","14.56M","0.25"
"Jan 23, 2013","6,725.80","6,734.00","6,767.85","6,707.30","14.78M","-0.21"
"Jan 22, 2013","6,739.65","6,782.45","6,788.70","6,731.00","10.57M","-0.73"
"Jan 21, 2013","6,789.40","6,772.05","6,823.40","6,756.40","11.60M","-0.14"
"Jan 18, 2013","6,798.70","6,885.90","6,890.10","6,786.95","22.05M","-1.03"
"Jan 17, 2013","6,869.45","6,833.05","6,896.05","6,822.70","23.27M","1.35"
"Jan 16, 2013","6,777.95","6,785.20","6,792.30","6,738.65","18.36M","-0.20"
"Jan 15, 2013","6,791.50","6,884.35","6,898.70","6,780.40","21.71M","-0.26"
"Jan 14, 2013","6,809.50","6,719.75","6,846.15","6,716.85","23.37M","2.56"
"Jan 11, 2013","6,639.85","6,370.40","6,654.65","6,370.40","35.88M","9.33"
"Jan 10, 2013","6,073.10","6,109.15","6,131.15","6,057.45","12.34M","-0.46"
"Jan 09, 2013","6,101.05","6,143.95","6,177.30","6,091.20","10.98M","-0.76"
"Jan 08, 2013","6,147.90","6,160.75","6,173.75","6,115.15","12.09M","-0.45"
"Jan 07, 2013","6,175.45","6,159.35","6,190.55","6,141.20","10.28M","0.36"
"Jan 04, 2013","6,153.20","6,118.50","6,159.80","6,108.00","14.93M","0.91"
"Jan 03, 2013","6,097.60","6,045.35","6,111.35","6,034.95","14.82M","1.10"
"Jan 02, 2013","6,031.00","6,049.90","6,063.85","6,018.30","7.50M","-0.04"
"Jan 01, 2013","6,033.30","6,055.50","6,059.95","6,025.05","6.03M","0.14"
"Dec 31, 2012","6,024.95","6,028.20","6,042.65","6,009.10","7.81M","-0.32"
"Dec 28, 2012","6,044.25","5,990.50","6,052.25","5,990.50","8.07M","1.28"
"Dec 27, 2012","5,967.65","6,047.05","6,047.05","5,952.75","12.26M","-0.93"
"Dec 26, 2012","6,023.60","6,037.10","6,048.25","6,007.40","6.69M","-0.23"
"Dec 24, 2012","6,037.25","6,016.85","6,046.15","6,013.90","6.46M","0.94"
"Dec 21, 2012","5,981.30","5,986.20","6,025.15","5,953.80","9.86M","-0.23"
"Dec 20, 2012","5,994.95","5,985.00","6,012.30","5,951.25","10.60M","0.31"
"Dec 19, 2012","5,976.25","5,915.65","5,980.95","5,915.65","16.13M","1.25"
"Dec 18, 2012","5,902.20","5,882.85","5,907.85","5,845.55","14.56M","0.43"
"Dec 17, 2012","5,877.20","5,928.15","5,970.65","5,864.05","13.33M","-1.19"
"Dec 14, 2012","5,947.75","5,888.90","5,953.15","5,888.90","12.77M","0.65"
"Dec 13, 2012","5,909.50","5,953.55","5,970.05","5,897.45","14.15M","-0.45"
"Dec 12, 2012","5,935.95","5,946.05","5,996.30","5,918.55","18.90M","0.31"
"Dec 11, 2012","5,917.60","5,970.60","6,009.30","5,887.45","15.93M","-0.87"
"Dec 10, 2012","5,969.45","6,013.80","6,046.45","5,951.50","13.67M","-0.61"
"Dec 07, 2012","6,006.25","6,041.35","6,068.20","5,994.60","23.40M","-0.95"
"Dec 06, 2012","6,063.70","6,162.30","6,162.30","6,013.30","13.37M","-1.39"
"Dec 05, 2012","6,149.45","6,226.35","6,226.35","6,140.50","11.48M","-1.35"
"Dec 04, 2012","6,233.85","6,256.60","6,257.35","6,215.60","8.90M","-0.57"
"Dec 03, 2012","6,269.85","6,263.45","6,299.70","6,243.45","9.38M","0.11"
"Nov 30, 2012","6,263.25","6,217.75","6,282.35","6,209.80","22.80M","0.59"
"Nov 29, 2012","6,226.60","6,243.65","6,248.00","6,205.55","14.94M","-0.41"
"Nov 27, 2012","6,252.30","6,189.25","6,265.30","6,186.35","12.59M","1.26"
"Nov 26, 2012","6,174.45","6,117.70","6,180.35","6,117.70","8.43M","1.24"
"Nov 23, 2012","6,099.10","6,097.50","6,124.95","6,055.95","8.35M","0.18"
"Nov 22, 2012","6,087.95","6,041.90","6,101.35","6,027.15","6.60M","0.73"
"Nov 21, 2012","6,043.60","6,004.05","6,050.80","6,001.40","6.48M","0.88"
"Nov 20, 2012","5,990.85","6,055.55","6,055.55","5,959.20","6.37M","-0.38"
"Nov 19, 2012","6,013.85","6,035.25","6,087.80","5,992.65","7.81M","-0.28"
"Nov 16, 2012","6,030.50","6,002.50","6,117.00","5,993.40","8.27M","0.50"
"Nov 15, 2012","6,000.50","6,093.40","6,093.40","5,989.30","9.04M","-1.73"
"Nov 13, 2012","6,106.10","6,135.20","6,142.30","6,094.75","1.56M","-0.53"
"Nov 12, 2012","6,138.65","6,111.00","6,160.85","6,111.00","6.57M","0.46"
"Nov 09, 2012","6,110.45","6,147.60","6,148.10","6,099.85","5.48M","-0.85"
"Nov 08, 2012","6,163.05","6,138.00","6,166.80","6,120.80","8.75M","-0.48"
"Nov 07, 2012","6,192.75","6,144.65","6,210.40","6,136.95","11.21M","0.87"
"Nov 06, 2012","6,139.50","6,144.50","6,187.90","6,128.10","7.94M","-0.08"
"Nov 05, 2012","6,144.20","6,163.95","6,176.35","6,127.70","5.75M","-0.31"
"Nov 02, 2012","6,163.45","6,134.85","6,197.75","6,131.75","12.97M","1.01"
"Nov 01, 2012","6,101.85","6,085.10","6,109.50","6,076.05","17.01M","0.23"
"Oct 31, 2012","6,087.85","6,053.50","6,095.90","6,053.50","8.63M","0.36"
"Oct 30, 2012","6,066.10","6,016.50","6,082.90","6,016.50","8.51M","0.56"
"Oct 29, 2012","6,032.45","6,012.65","6,038.85","6,003.85","7.53M","0.12"
"Oct 26, 2012","6,025.40","6,024.90","6,059.10","6,011.70","9.26M","-0.43"
"Oct 25, 2012","6,051.70","6,055.00","6,073.50","6,033.30","16.99M","-0.19"
"Oct 23, 2012","6,063.15","6,090.25","6,100.70","6,053.20","11.02M","-0.81"
"Oct 22, 2012","6,112.80","6,096.65","6,137.00","6,087.50","11.66M","0.75"
"Oct 19, 2012","6,067.00","6,077.00","6,104.05","6,049.80","10.85M","-0.36"
"Oct 18, 2012","6,088.85","6,043.10","6,098.75","6,020.40","11.59M","0.72"
"Oct 17, 2012","6,045.15","6,093.15","6,102.20","6,019.05","14.68M","-0.09"
"Oct 16, 2012","6,050.85","6,083.00","6,115.75","6,035.35","9.31M","-0.16"
"Oct 15, 2012","6,060.45","6,089.35","6,132.05","6,049.60","8.56M","-0.75"
"Oct 12, 2012","6,106.15","6,027.55","6,175.00","5,981.20","20.30M","-2.59"
"Oct 11, 2012","6,268.70","6,221.00","6,336.50","6,199.25","13.51M","0.69"
"Oct 10, 2012","6,225.80","6,226.40","6,263.65","6,216.30","14.84M","-0.78"
"Oct 09, 2012","6,274.80","6,237.60","6,290.65","6,205.80","12.85M","1.08"
"Oct 08, 2012","6,207.95","6,298.90","6,324.00","6,192.30","10.39M","-1.34"
"Oct 05, 2012","6,292.45","6,403.40","6,411.95","5,660.85","18.66M","-1.67"
"Oct 04, 2012","6,399.50","6,418.10","6,428.95","6,374.75","14.96M","-0.36"
"Oct 03, 2012","6,422.55","6,431.75","6,477.00","6,395.65","15.83M","-0.20"
"Oct 01, 2012","6,435.40","6,327.40","6,449.25","6,327.40","16.94M","1.93"
"Sep 28, 2012","6,313.80","6,313.95","6,364.80","6,304.25","17.77M","0.46"
"Sep 27, 2012","6,285.20","6,343.25","6,356.25","6,262.15","38.38M","-1.00"
"Sep 26, 2012","6,348.80","6,343.20","6,369.40","6,316.75","20.41M","-0.30"
"Sep 25, 2012","6,367.95","6,354.60","6,396.90","6,344.70","19.30M","0.06"
"Sep 24, 2012","6,364.00","6,394.20","6,395.80","6,320.25","26.79M","-0.24"
"Sep 21, 2012","6,379.55","6,428.60","6,494.25","6,365.50","23.98M","-0.67"
"Sep 20, 2012","6,422.50","6,310.00","6,469.05","6,310.00","27.70M","0.81"
"Sep 18, 2012","6,370.60","6,420.30","6,444.95","6,361.15","26.13M","-0.43"
"Sep 17, 2012","6,398.20","6,630.40","6,630.40","6,382.95","17.66M","-3.05"
"Sep 14, 2012","6,599.40","6,579.60","6,643.80","6,541.35","15.63M","1.31"
"Sep 13, 2012","6,514.35","6,483.80","6,527.60","6,460.65","16.67M","0.44"
"Sep 12, 2012","6,485.95","6,434.55","6,501.70","6,422.55","19.34M","0.95"
"Sep 11, 2012","6,424.65","6,340.05","6,431.90","6,311.20","18.68M","0.99"
"Sep 10, 2012","6,361.90","6,355.90","6,388.70","6,318.50","13.42M","0.04"
"Sep 08, 2012","6,359.35","6,325.00","6,365.30","6,325.00","2.57M","0.26"
"Sep 07, 2012","6,342.70","6,299.55","6,351.40","6,299.55","19.33M","1.75"
"Sep 06, 2012","6,233.35","6,094.55","6,243.55","6,092.45","22.60M","2.46"
"Sep 05, 2012","6,083.75","6,062.50","6,110.10","6,031.95","10.99M","-0.00"
"Sep 04, 2012","6,084.05","6,066.50","6,099.55","6,037.35","9.90M","0.01"
"Sep 03, 2012","6,083.20","6,084.20","6,142.20","6,068.80","8.98M","0.18"
"Aug 31, 2012","6,072.35","6,120.90","6,120.90","6,061.80","14.02M","-1.18"
"Aug 30, 2012","6,144.55","6,086.80","6,181.15","6,058.00","30.26M","0.74"
"Aug 29, 2012","6,099.15","6,161.20","6,161.80","6,090.20","19.13M","-0.99"
"Aug 28, 2012","6,159.90","6,103.15","6,183.05","6,103.15","27.12M","0.77"
"Aug 27, 2012","6,112.95","6,144.85","6,175.80","6,105.20","10.62M","-0.94"
"Aug 24, 2012","6,170.70","6,167.15","6,181.25","6,145.10","11.93M","-0.59"
"Aug 23, 2012","6,207.60","6,101.65","6,213.55","6,100.10","15.53M","1.78"
"Aug 22, 2012","6,099.10","6,070.20","6,115.65","6,064.95","13.65M","0.23"
"Aug 21, 2012","6,085.30","5,994.10","6,131.80","5,994.10","15.65M","1.75"
"Aug 17, 2012","5,980.65","5,928.20","5,995.10","5,921.05","15.57M","1.09"
"Aug 16, 2012","5,915.90","5,935.10","5,935.10","5,887.80","12.03M","-0.34"
"Aug 14, 2012","5,936.35","5,890.35","5,943.10","5,876.25","14.68M","0.41"
"Aug 13, 2012","5,912.35","5,885.65","5,919.30","5,877.55","15.32M","0.12"
"Aug 10, 2012","5,905.15","5,815.30","5,921.90","5,815.30","13.37M","1.33"
"Aug 09, 2012","5,827.60","5,838.10","5,886.05","5,813.50","14.20M","-0.01"
"Aug 08, 2012","5,828.30","5,813.40","5,854.50","5,808.15","13.90M","0.49"
"Aug 07, 2012","5,799.80","5,733.95","5,818.70","5,733.95","17.70M","1.77"
"Aug 06, 2012","5,699.10","5,729.70","5,742.20","5,684.05","17.27M","0.03"
"Aug 03, 2012","5,697.15","5,645.90","5,705.30","5,633.35","23.15M","0.47"
"Aug 02, 2012","5,670.40","5,673.95","5,690.00","5,654.35","11.30M","-0.01"
"Aug 01, 2012","5,670.70","5,673.80","5,698.10","5,647.70","14.30M","-0.43"
"Jul 31, 2012","5,695.25","5,664.70","5,705.85","5,620.90","16.71M","0.87"
"Jul 30, 2012","5,646.30","5,589.15","5,660.05","5,569.15","15.86M","1.52"
